SITE,Date,Hour,OZONE,TEMP_F,StateCode,CountyCode,SiteNum,Latitude,Longitude,Time,Parameter,YEAR,Month,Day,UNITS
27-137-7001,2017-10-17,4,9,50,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,10,17,PPB
27-137-7001,2017-10-18,1,6,47.6,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,10,18,PPB
27-137-7001,2017-10-19,6,17,62.6,27,137,7001,47.523355,-92.536305,1899-12-31T06:00:00Z,88101,2017,10,19,PPB
27-137-7001,2017-10-20,5,8,50.6,27,137,7001,47.523355,-92.536305,1899-12-31T05:00:00Z,88101,2017,10,20,PPB
27-137-7001,2017-10-21,4,7,47.6,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,10,21,PPB
27-137-7001,2017-10-22,3,6,56,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,10,22,PPB
27-137-7001,2017-10-23,4,6,51.199999999999996,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,10,23,PPB
27-137-7001,2017-10-24,0,11,67.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,10,24,PPB
27-137-7001,2017-10-25,3,10,57.800000000000004,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,10,25,PPB
27-137-7001,2017-10-26,5,14,60.199999999999996,27,137,7001,47.523355,-92.536305,1899-12-31T05:00:00Z,88101,2017,10,26,PPB
27-137-7001,2017-10-27,3,12,51.8,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,10,27,PPB
27-137-7001,2017-10-28,2,10,42.8,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,10,28,PPB
27-137-7001,2017-10-29,12,4,39.2,27,137,7001,47.523355,-92.536305,1899-12-31T12:00:00Z,88101,2017,10,29,PPB
27-137-7001,2017-10-30,4,6,37.4,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,10,30,PPB
27-137-7001,2017-10-31,2,6,37.4,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,10,31,PPB
27-137-7001,2018-04-01,6,11,28.4,27,137,7001,47.523355,-92.536305,1899-12-31T06:00:00Z,88101,2018,4,01,PPB
27-137-7001,2018-04-02,0,12,35.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,4,02,PPB
27-137-7001,2018-04-03,3,11,28.4,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2018,4,03,PPB
27-137-7001,2018-04-04,3,12,37.4,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2018,4,04,PPB
27-137-7001,2018-04-05,2,20,42.8,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2018,4,05,PPB
27-137-7001,2018-04-06,0,18,49.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,4,06,PPB
27-137-7001,2018-04-07,3,19,50.6,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2018,4,07,PPB
27-137-7001,2018-04-08,3,10,42.8,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2018,4,08,PPB
27-137-7001,2018-04-09,12,11,55.4,27,137,7001,47.523355,-92.536305,1899-12-31T12:00:00Z,88101,2018,4,09,PPB
27-137-7001,2018-04-10,0,16,51.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,4,10,PPB
27-137-7001,2018-04-11,0,54,54.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,4,11,PPB
27-137-7001,2018-04-12,0,10,42.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,4,12,PPB
27-137-7001,2018-04-13,2,10,38.6,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2018,4,13,PPB
27-137-7001,2018-04-14,0,8,28.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,4,14,PPB
27-137-7001,2018-04-15,0,10,30.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,4,15,PPB
27-137-7001,2018-04-16,0,10,26.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,4,16,PPB
27-137-7001,2018-04-17,0,12,36.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,4,17,PPB
27-137-7001,2018-04-18,5,11,39.2,27,137,7001,47.523355,-92.536305,1899-12-31T05:00:00Z,88101,2018,4,18,PPB
27-137-7001,2018-04-19,1,12,47,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2018,4,19,PPB
27-137-7001,2018-04-20,2,19,66.2,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2018,4,20,PPB
27-137-7001,2018-04-21,4,13,60.8,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2018,4,21,PPB
27-137-7001,2018-04-22,0,9,53.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,4,22,PPB
27-137-7001,2018-04-23,0,15,44,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,4,23,PPB
27-137-7001,2018-04-24,7,9,35.6,27,137,7001,47.523355,-92.536305,1899-12-31T07:00:00Z,88101,2018,4,24,PPB
27-137-7001,2018-04-25,6,9,42.199999999999996,27,137,7001,47.523355,-92.536305,1899-12-31T06:00:00Z,88101,2018,4,25,PPB
27-137-7001,2018-04-26,1,8,41,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2018,4,26,PPB
27-137-7001,2018-04-27,0,8,33.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,4,27,PPB
27-137-7001,2018-04-28,0,11,35.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,4,28,PPB
27-137-7001,2018-04-29,2,10,39.2,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2018,4,29,PPB
27-137-7001,2018-04-30,6,6,38.6,27,137,7001,47.523355,-92.536305,1899-12-31T06:00:00Z,88101,2018,4,30,PPB
27-137-7001,2018-05-01,2,7,44.6,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2018,5,01,PPB
27-137-7001,2018-05-02,1,10,51.199999999999996,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2018,5,02,PPB
27-137-7001,2018-05-03,5,9,51.8,27,137,7001,47.523355,-92.536305,1899-12-31T05:00:00Z,88101,2018,5,03,PPB
27-137-7001,2018-05-04,3,12,53.6,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2018,5,04,PPB
27-137-7001,2018-05-05,2,8,48.2,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2018,5,05,PPB
27-137-7001,2018-05-06,2,12,46.4,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2018,5,06,PPB
27-137-7001,2018-05-07,0,9,54.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,5,07,PPB
27-137-7001,2018-05-08,0,15,45.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,5,08,PPB
27-137-7001,2018-05-09,7,11,44,27,137,7001,47.523355,-92.536305,1899-12-31T07:00:00Z,88101,2018,5,09,PPB
27-137-7001,2018-05-10,0,9,48.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,5,10,PPB
27-137-7001,2018-05-11,17,8,53,27,137,7001,47.523355,-92.536305,1899-12-31T17:00:00Z,88101,2018,5,11,PPB
27-137-7001,2018-05-12,0,11,46.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,5,12,PPB
27-137-7001,2018-05-13,1,8,52.4,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2018,5,13,PPB
27-137-7001,2018-05-14,2,10,49.4,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2018,5,14,PPB
27-137-7001,2018-05-15,0,10,44.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,5,15,PPB
27-137-7001,2018-05-16,5,9,52.4,27,137,7001,47.523355,-92.536305,1899-12-31T05:00:00Z,88101,2018,5,16,PPB
27-137-7001,2018-05-17,0,12,63.800000000000004,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,5,17,PPB
27-137-7001,2018-05-18,2,23,70.39999999999999,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2018,5,18,PPB
27-137-7001,2018-05-19,5,16,48.2,27,137,7001,47.523355,-92.536305,1899-12-31T05:00:00Z,88101,2018,5,19,PPB
27-137-7001,2018-05-20,0,12,58.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,5,20,PPB
27-137-7001,2018-05-21,0,11,59.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,5,21,PPB
27-137-7001,2018-05-22,0,10,66.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,5,22,PPB
27-137-7001,2018-05-23,0,11,74,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,5,23,PPB
27-137-7001,2018-05-24,1,9,80.6,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2018,5,24,PPB
27-137-7001,2018-05-25,7,15,80,27,137,7001,47.523355,-92.536305,1899-12-31T07:00:00Z,88101,2018,5,25,PPB
27-137-7001,2018-05-26,0,19,83.60000000000001,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,5,26,PPB
27-137-7001,2018-05-27,6,9,63.800000000000004,27,137,7001,47.523355,-92.536305,1899-12-31T06:00:00Z,88101,2018,5,27,PPB
27-137-7001,2018-05-28,2,11,65,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2018,5,28,PPB
27-137-7001,2018-05-29,0,13,81.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,5,29,PPB
27-137-7001,2018-05-30,4,17,75.2,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2018,5,30,PPB
27-137-7001,2018-05-31,1,16,66.8,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2018,5,31,PPB
27-137-7001,2018-06-01,1,10,69.2,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2018,6,01,PPB
27-137-7001,2018-06-02,0,10,74.60000000000001,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,6,02,PPB
27-137-7001,2018-06-03,0,8,73.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,6,03,PPB
27-137-7001,2018-06-04,8,13,73.4,27,137,7001,47.523355,-92.536305,1899-12-31T08:00:00Z,88101,2018,6,04,PPB
27-137-7001,2018-06-05,8,10,65,27,137,7001,47.523355,-92.536305,1899-12-31T08:00:00Z,88101,2018,6,05,PPB
27-137-7001,2018-06-06,2,32,79.39999999999999,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2018,6,06,PPB
27-137-7001,2018-06-07,0,10,64.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,6,07,PPB
27-137-7001,2018-06-08,1,11,66.2,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2018,6,08,PPB
27-137-7001,2018-06-09,0,12,71,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,6,09,PPB
27-137-7001,2018-06-10,0,13,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,6,10,PPB
27-137-7001,2018-06-11,0,14,68.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,6,11,PPB
27-137-7001,2018-06-12,0,14,55.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,6,12,PPB
27-137-7001,2018-06-13,1,9,71,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2018,6,13,PPB
27-137-7001,2018-06-14,0,12,57.800000000000004,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,6,14,PPB
27-137-7001,2018-06-15,1,14,68,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2018,6,15,PPB
27-137-7001,2018-06-16,2,11,76.4,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2018,6,16,PPB
27-137-7001,2018-06-17,7,8,78.2,27,137,7001,47.523355,-92.536305,1899-12-31T07:00:00Z,88101,2018,6,17,PPB
27-137-7001,2018-06-18,3,10,65.60000000000001,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2018,6,18,PPB
27-137-7001,2018-06-19,1,13,53.6,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2018,6,19,PPB
27-137-7001,2018-06-20,4,15,54.2,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2018,6,20,PPB
27-137-7001,2018-06-21,3,11,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2018,6,21,PPB
27-137-7001,2018-06-22,0,11,60.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,6,22,PPB
27-137-7001,2018-06-23,2,10,79.39999999999999,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2018,6,23,PPB
27-137-7001,2018-06-24,6,10,54.8,27,137,7001,47.523355,-92.536305,1899-12-31T06:00:00Z,88101,2018,6,24,PPB
27-137-7001,2018-06-25,0,13,56,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,6,25,PPB
27-137-7001,2018-06-26,10,8,62.6,27,137,7001,47.523355,-92.536305,1899-12-31T10:00:00Z,88101,2018,6,26,PPB
27-137-7001,2018-06-27,3,15,66.2,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2018,6,27,PPB
27-137-7001,2018-06-28,3,15,75.2,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2018,6,28,PPB
27-137-7001,2018-06-29,0,12,79.39999999999999,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,6,29,PPB
27-137-7001,2018-06-30,2,7,80.6,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2018,6,30,PPB
27-137-7001,2018-07-01,2,10,69.8,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2018,7,01,PPB
27-137-7001,2018-07-02,0,7,69.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,7,02,PPB
27-137-7001,2018-07-03,1,13,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2018,7,03,PPB
27-137-7001,2018-07-04,0,15,75.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,7,04,PPB
27-137-7001,2018-07-05,3,23,78.8,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2018,7,05,PPB
27-137-7001,2018-07-06,1,12,83,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2018,7,06,PPB
27-137-7001,2018-07-07,0,14,76.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,7,07,PPB
27-137-7001,2018-07-08,1,10,62,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2018,7,08,PPB
27-137-7001,2018-07-09,0,8,70.39999999999999,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,7,09,PPB
27-137-7001,2018-07-10,1,12,79.39999999999999,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2018,7,10,PPB
27-137-7001,2018-07-11,1,19,72.8,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2018,7,11,PPB
27-137-7001,2018-07-12,5,20,72.2,27,137,7001,47.523355,-92.536305,1899-12-31T05:00:00Z,88101,2018,7,12,PPB
27-137-7001,2018-07-13,3,14,69.2,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2018,7,13,PPB
27-137-7001,2018-07-14,0,10,57.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,7,14,PPB
27-137-7001,2018-07-15,1,8,66.8,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2018,7,15,PPB
27-137-7001,2018-07-16,3,10,72.2,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2018,7,16,PPB
27-137-7001,2018-07-17,0,13,74.60000000000001,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,7,17,PPB
27-137-7001,2018-07-18,0,13,73.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,7,18,PPB
27-137-7001,2018-07-19,1,16,73.4,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2018,7,19,PPB
27-137-7001,2018-07-20,11,16,83,27,137,7001,47.523355,-92.536305,1899-12-31T11:00:00Z,88101,2018,7,20,PPB
27-137-7001,2018-07-21,0,21,87.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,7,21,PPB
27-137-7001,2018-07-22,2,18,77.6,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2018,7,22,PPB
27-137-7001,2018-07-23,0,11,74,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,7,23,PPB
27-137-7001,2018-07-24,2,11,76.4,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2018,7,24,PPB
27-137-7001,2018-07-25,2,13,71,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2018,7,25,PPB
27-137-7001,2018-07-26,13,7,84.2,27,137,7001,47.523355,-92.536305,1899-12-31T13:00:00Z,88101,2018,7,26,PPB
27-137-7001,2018-07-27,0,10,62.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,7,27,PPB
27-137-7001,2018-07-28,0,10,71,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,7,28,PPB
27-137-7001,2018-07-29,3,13,75.2,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2018,7,29,PPB
27-137-7001,2018-08-05,14,11,75.2,27,137,7001,47.523355,-92.536305,1899-12-31T14:00:00Z,88101,2018,8,05,PPB
27-137-7001,2018-08-06,0,21,72.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,8,06,PPB
27-137-7001,2018-08-07,11,12,72.2,27,137,7001,47.523355,-92.536305,1899-12-31T11:00:00Z,88101,2018,8,07,PPB
27-137-7001,2018-08-08,1,15,80.6,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2018,8,08,PPB
27-137-7001,2018-08-09,1,16,75.2,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2018,8,09,PPB
27-137-7001,2018-08-10,5,17,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T05:00:00Z,88101,2018,8,10,PPB
27-137-7001,2018-08-11,1,18,69.8,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2018,8,11,PPB
27-137-7001,2018-08-12,2,11,75.2,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2018,8,12,PPB
27-137-7001,2018-08-13,7,12,73.4,27,137,7001,47.523355,-92.536305,1899-12-31T07:00:00Z,88101,2018,8,13,PPB
27-137-7001,2018-08-14,2,6,68.6,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2018,8,14,PPB
27-137-7001,2018-08-15,1,10,78.8,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2018,8,15,PPB
27-137-7001,2018-08-16,5,10,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T05:00:00Z,88101,2018,8,16,PPB
27-137-7001,2018-08-17,2,13,60.8,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2018,8,17,PPB
27-137-7001,2018-08-18,0,9,68.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,8,18,PPB
27-137-7001,2018-08-19,1,6,71,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2018,8,19,PPB
27-137-7001,2018-08-20,1,6,69.8,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2018,8,20,PPB
27-137-7001,2018-08-21,4,5,63.800000000000004,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2018,8,21,PPB
27-137-7001,2018-08-22,7,12,67.4,27,137,7001,47.523355,-92.536305,1899-12-31T07:00:00Z,88101,2018,8,22,PPB
27-137-7001,2018-08-23,0,10,64.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,8,23,PPB
27-137-7001,2018-08-24,3,13,71,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2018,8,24,PPB
27-137-7001,2018-08-25,0,12,72.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,8,25,PPB
27-137-7001,2018-08-26,0,6,66.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,8,26,PPB
27-137-7001,2018-08-27,1,7,69.2,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2018,8,27,PPB
27-137-7001,2018-08-28,1,11,70.39999999999999,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2018,8,28,PPB
27-137-7001,2018-08-29,0,9,64.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,8,29,PPB
27-137-7001,2018-08-30,2,7,66.2,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2018,8,30,PPB
27-137-7001,2018-08-31,0,5,69.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,8,31,PPB
27-137-7001,2018-09-01,0,6,70.39999999999999,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,9,01,PPB
27-137-7001,2018-09-02,0,8,72.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,9,02,PPB
27-137-7001,2018-09-03,0,4,69.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,9,03,PPB
27-137-7001,2018-09-04,3,6,74.60000000000001,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2018,9,04,PPB
27-137-7001,2018-09-05,0,6,63.800000000000004,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,9,05,PPB
27-137-7001,2018-09-06,3,7,68,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2018,9,06,PPB
27-137-7001,2018-09-07,6,7,66.8,27,137,7001,47.523355,-92.536305,1899-12-31T06:00:00Z,88101,2018,9,07,PPB
27-137-7001,2018-09-08,4,8,72.2,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2018,9,08,PPB
27-137-7001,2018-09-09,0,12,72.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,9,09,PPB
27-137-7001,2018-09-10,1,5,50.6,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2018,9,10,PPB
27-137-7001,2018-09-11,4,4,51.8,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2018,9,11,PPB
27-137-7001,2018-09-12,0,5,47.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,9,12,PPB
27-137-7001,2018-09-13,0,5,53.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,9,13,PPB
27-137-7001,2018-09-14,4,6,57.800000000000004,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2018,9,14,PPB
27-137-7001,2018-09-15,1,6,56,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2018,9,15,PPB
27-137-7001,2018-09-16,0,10,66.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,9,16,PPB
27-137-7001,2018-09-17,1,8,67.4,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2018,9,17,PPB
27-137-7001,2018-09-18,0,6,48.800000000000004,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,9,18,PPB
27-137-7001,2018-09-19,1,15,62.6,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2018,9,19,PPB
27-137-7001,2018-09-20,1,9,67.4,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2018,9,20,PPB
27-137-7001,2018-09-21,1,8,62.6,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2018,9,21,PPB
27-137-7001,2018-09-22,0,7,66.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,9,22,PPB
27-137-7001,2018-09-23,1,13,69.8,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2018,9,23,PPB
27-137-7001,2018-09-24,1,8,66.2,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2018,9,24,PPB
27-137-7001,2018-09-25,1,15,65,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2018,9,25,PPB
27-137-7001,2018-09-26,2,15,74.60000000000001,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2018,9,26,PPB
27-137-7001,2018-09-27,4,17,78.8,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2018,9,27,PPB
27-137-7001,2018-09-28,0,23,78.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,9,28,PPB
27-137-7001,2018-09-29,4,5,47,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2018,9,29,PPB
27-137-7001,2018-09-30,2,3,48.2,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2018,9,30,PPB
27-137-7001,2018-10-01,1,8,51.8,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2018,10,01,PPB
27-137-7001,2018-10-02,4,9,55.4,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2018,10,02,PPB
27-137-7001,2018-10-03,0,7,50,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,10,03,PPB
27-137-7001,2018-10-04,0,3,43.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,10,04,PPB
27-137-7001,2018-10-05,0,6,42.199999999999996,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,10,05,PPB
27-137-7001,2018-10-06,0,10,53,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,10,06,PPB
27-137-7001,2018-10-07,0,10,47,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,10,07,PPB
27-137-7001,2018-10-08,2,6,47.6,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2018,10,08,PPB
27-137-7001,2018-10-09,2,6,47,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2018,10,09,PPB
